sender,receiver,transaction_amount,transaction_date
CUST036105,CUST085100,53,2024-04-26
CUST036106,CUST074540,61,2024-11-24
CUST036107,CUST027069,12,2025-01-27
CUST036108,CUST046997,51,2024-11-24
CUST036109,CUST061447,16,2024-12-13
CUST036110,CUST069760,98,2024-12-24
CUST036111,CUST089441,24,2024-06-30
CUST036112,CUST036835,35,2024-05-17
CUST036113,CUST020747,93,2024-12-29
CUST036114,CUST096941,92,2024-08-06
CUST036115,CUST021408,8,2024-09-18
CUST036116,CUST086230,96,2024-06-06
CUST036117,CUST098551,6,2024-11-11
CUST036118,CUST087658,22,2024-09-30
CUST036119,CUST026404,89,2025-01-08
CUST036120,CUST011638,28,2024-06-02
CUST036121,CUST008613,67,2024-06-07
CUST036122,CUST030411,88,2024-12-18
CUST036123,CUST005161,1,2024-09-14
CUST036124,CUST060109,80,2024-12-18
CUST036125,CUST099676,83,2024-06-18
CUST036126,CUST007729,20,2024-09-13
CUST036127,CUST069775,93,2024-06-13
CUST036128,CUST092301,9,2024-10-11
CUST036129,CUST063595,68,2024-07-15
CUST036130,CUST018465,58,2024-07-08
CUST036131,CUST031944,41,2024-12-20
CUST036132,CUST030839,82,2024-07-26
CUST036133,CUST005920,86,2024-06-09
CUST036134,CUST037093,5,2024-11-18
CUST036135,CUST007798,96,2024-08-03
CUST036136,CUST051888,5,2025-04-11
CUST036137,CUST088004,31,2024-11-26
CUST036138,CUST089273,56,2025-04-08
CUST036139,CUST074558,83,2024-07-23
CUST036140,CUST003059,84,2024-04-23
CUST036141,CUST074578,100,2025-02-13
CUST036142,CUST066690,1,2025-04-22
CUST036143,CUST077558,71,2024-09-28
CUST036144,CUST027259,45,2024-09-01
CUST036145,CUST019360,4,2024-09-01
CUST036146,CUST091715,51,2025-02-07
CUST036147,CUST012915,24,2024-05-05
CUST036148,CUST007537,99,2024-11-20
CUST036149,CUST055072,81,2025-04-07
CUST036150,CUST033749,72,2024-05-16
CUST036151,CUST039449,6,2025-01-30
CUST036152,CUST046133,72,2025-04-22
CUST036153,CUST076023,41,2024-08-17
CUST036154,CUST002385,75,2025-01-17
CUST036155,CUST044313,75,2024-11-23
CUST036156,CUST076324,74,2024-11-18
CUST036157,CUST034135,44,2024-09-13
CUST036158,CUST083183,66,2024-07-01
CUST036159,CUST060121,66,2024-10-20
CUST036160,CUST060593,17,2024-12-11
CUST036161,CUST071724,56,2025-01-04
CUST036162,CUST074032,19,2024-09-26
CUST036163,CUST009886,66,2024-07-15
CUST036164,CUST018701,33,2024-11-13
CUST036165,CUST015019,7,2025-02-07
CUST036166,CUST095965,40,2024-09-26
CUST036167,CUST094608,90,2024-04-30
CUST036168,CUST057062,64,2024-08-03
CUST036169,CUST031323,76,2024-06-08
CUST036170,CUST050074,39,2024-06-03
CUST036171,CUST072651,3,2025-03-20
CUST036172,CUST072111,2,2024-09-22
CUST036173,CUST024997,32,2024-12-20
CUST036174,CUST092291,16,2024-09-29
CUST036175,CUST069346,47,2024-07-22
CUST036176,CUST046305,82,2024-11-19
CUST036177,CUST083087,1,2024-08-06
CUST036178,CUST029250,51,2025-02-09
CUST036179,CUST086950,6,2024-11-20
CUST036180,CUST070224,26,2025-01-14
CUST036181,CUST021124,88,2024-10-25
CUST036182,CUST033096,78,2025-02-12
CUST036183,CUST092972,88,2024-11-14
CUST036184,CUST087159,92,2025-01-16
CUST036185,CUST075822,40,2025-03-26
CUST036186,CUST060186,67,2025-03-18
CUST036187,CUST090464,89,2025-03-26
CUST036188,CUST053885,91,2025-01-18
CUST036189,CUST005292,59,2024-07-31
CUST036190,CUST041194,77,2024-06-12
CUST036191,CUST003123,52,2024-12-28
CUST036192,CUST004877,16,2024-11-24
CUST036193,CUST084649,42,2024-07-26
CUST036194,CUST074661,35,2024-10-11
CUST036195,CUST057148,72,2024-12-06
CUST036196,CUST001824,45,2025-04-01
CUST036197,CUST052653,33,2024-05-08
CUST036198,CUST058205,42,2025-01-24
CUST036199,CUST050383,54,2024-11-07
CUST036200,CUST010388,95,2025-01-31
CUST036201,CUST099781,13,2024-12-22
CUST036202,CUST051176,75,2024-12-26
CUST036203,CUST018981,49,2025-03-31
CUST036204,CUST024225,12,2025-03-25
CUST036205,CUST007122,25,2025-01-11
CUST036206,CUST067967,82,2025-01-30
CUST036207,CUST073491,14,2025-02-02
CUST036208,CUST011882,52,2024-09-20
CUST036209,CUST082454,39,2024-10-26
CUST036210,CUST083177,51,2025-02-06
CUST036211,CUST050810,54,2024-07-14
CUST036212,CUST077622,70,2024-12-31
CUST036213,CUST091796,68,2024-06-08
CUST036214,CUST023098,76,2025-01-30
CUST036215,CUST002979,14,2024-08-14
CUST036216,CUST004333,66,2024-11-13
CUST036217,CUST085574,99,2024-08-29
CUST036218,CUST015090,15,2024-08-17
CUST036219,CUST056805,20,2024-06-11
CUST036220,CUST064753,8,2024-06-17
CUST036221,CUST023485,70,2024-08-31
CUST036222,CUST060409,25,2024-06-18
CUST036223,CUST079545,82,2024-06-05
CUST036224,CUST054019,57,2024-06-28
CUST036225,CUST018149,92,2024-10-30
CUST036226,CUST003831,4,2024-12-21
CUST036227,CUST068495,73,2024-10-04
CUST036228,CUST025999,9,2024-10-03
CUST036229,CUST067077,26,2024-08-16
CUST036230,CUST030678,94,2024-08-13
CUST036231,CUST029102,10,2025-02-09
CUST036232,CUST007054,99,2024-09-02
CUST036233,CUST005671,9,2024-09-13
CUST036234,CUST010282,6,2024-06-13
CUST036235,CUST083659,83,2025-02-16
CUST036236,CUST053342,20,2024-10-28
CUST036237,CUST068070,19,2024-08-31
CUST036238,CUST010757,28,2024-09-24
CUST036239,CUST065076,16,2025-02-25
CUST036240,CUST054422,69,2025-02-04
CUST036241,CUST060109,70,2025-01-14
CUST036242,CUST065324,56,2025-04-11
CUST036243,CUST090611,68,2025-04-01
CUST036244,CUST084339,90,2025-04-13
CUST036245,CUST092859,48,2024-07-26
CUST036246,CUST017049,2,2025-01-02
CUST036247,CUST052607,96,2024-06-30
CUST036248,CUST009877,43,2025-01-01
CUST036249,CUST058076,88,2025-04-01
CUST036250,CUST015172,99,2024-11-24
CUST036251,CUST042205,19,2025-02-01
CUST036252,CUST005167,79,2024-06-13
CUST036253,CUST075903,84,2024-07-21
CUST036254,CUST085795,18,2025-04-17
CUST036255,CUST043735,19,2024-05-23
CUST036256,CUST078520,13,2025-01-28
CUST036257,CUST091252,47,2025-02-14
CUST036258,CUST096622,99,2024-09-16
CUST036259,CUST064442,78,2025-02-27
CUST036260,CUST045079,31,2024-08-10
CUST036261,CUST027779,53,2025-04-10
CUST036262,CUST076927,63,2025-01-08
CUST036263,CUST020925,99,2024-12-26
CUST036264,CUST045833,88,2025-02-19
CUST036265,CUST066244,32,2024-07-20
CUST036266,CUST025049,82,2024-10-25
CUST036267,CUST032816,82,2024-06-18
CUST036268,CUST034683,52,2024-10-30
CUST036269,CUST017490,54,2024-07-25
CUST036270,CUST059235,16,2025-02-28
CUST036271,CUST057702,12,2024-11-30
CUST036272,CUST016952,40,2024-05-29
CUST036273,CUST050019,67,2025-02-27
CUST036274,CUST011453,96,2024-06-27
CUST036275,CUST028636,66,2024-10-31
CUST036276,CUST098284,58,2024-12-08
CUST036277,CUST099333,58,2024-10-06
CUST036278,CUST027934,98,2024-10-30
CUST036279,CUST034582,31,2024-11-05
CUST036280,CUST038282,56,2025-01-11
CUST036281,CUST021188,78,2024-05-05
CUST036282,CUST022954,94,2024-11-20
CUST036283,CUST033819,20,2024-10-28
CUST036284,CUST024703,53,2024-05-07
CUST036285,CUST006279,79,2025-01-06
CUST036286,CUST044567,79,2025-01-02
CUST036287,CUST059723,15,2024-10-17
CUST036288,CUST018037,87,2024-07-28
CUST036289,CUST024584,46,2024-05-25
CUST036290,CUST070245,13,2024-05-20
CUST036291,CUST009477,40,2024-08-19
CUST036292,CUST070855,69,2025-01-27
CUST036293,CUST094806,42,2024-06-19
CUST036294,CUST038628,21,2024-09-05
CUST036295,CUST045442,45,2024-12-20
CUST036296,CUST024755,28,2024-12-22
CUST036297,CUST064752,75,2025-03-20
CUST036298,CUST019980,97,2024-05-20
CUST036299,CUST070447,22,2024-12-21
CUST036300,CUST061162,5,2024-05-31
CUST036301,CUST036023,92,2024-11-12
CUST036302,CUST063258,18,2024-09-15
CUST036303,CUST004454,58,2024-12-05
CUST036304,CUST051576,46,2024-10-22
CUST036305,CUST057261,65,2024-11-14
CUST036306,CUST086718,70,2024-12-11
CUST036307,CUST088902,67,2024-07-30
CUST036308,CUST091863,15,2024-05-29
CUST036309,CUST040706,93,2025-01-24
CUST036310,CUST055834,62,2025-01-23
CUST036311,CUST054030,30,2025-02-02
CUST036312,CUST004178,61,2024-05-28
CUST036313,CUST068966,75,2024-10-03
CUST036314,CUST032953,77,2024-09-27
CUST036315,CUST070515,52,2025-01-28
CUST036316,CUST079310,33,2024-12-12
CUST036317,CUST051085,6,2025-04-19
CUST036318,CUST071711,95,2025-01-30
CUST036319,CUST021797,1,2024-10-04
CUST036320,CUST050349,5,2025-02-20
CUST036321,CUST077414,14,2024-09-13
CUST036322,CUST053334,23,2024-10-03
CUST036323,CUST017723,75,2024-10-15
CUST036324,CUST088092,50,2025-03-01
CUST036325,CUST079099,65,2025-01-19
CUST036326,CUST072083,97,2024-07-28
CUST036327,CUST025259,84,2024-11-02
CUST036328,CUST011707,95,2024-12-28
CUST036329,CUST028944,33,2024-07-15
CUST036330,CUST064325,81,2025-04-05
CUST036331,CUST022316,82,2024-05-01
CUST036332,CUST010353,84,2024-10-19
CUST036333,CUST034498,72,2024-08-05
CUST036334,CUST075146,21,2024-09-08
CUST036335,CUST044975,50,2024-11-25
CUST036336,CUST098323,16,2024-10-07
CUST036337,CUST027229,29,2024-12-16
CUST036338,CUST008883,90,2024-08-01
CUST036339,CUST016269,1,2024-05-21
CUST036340,CUST070847,21,2024-09-20
CUST036341,CUST024464,21,2024-07-21
CUST036342,CUST076790,51,2025-02-21
CUST036343,CUST085941,32,2024-08-05
CUST036344,CUST049315,40,2024-10-01
CUST036345,CUST009828,3,2024-05-15
CUST036346,CUST076475,52,2024-07-02
CUST036347,CUST033063,70,2024-06-29
CUST036348,CUST090691,34,2024-06-24
CUST036349,CUST007241,44,2024-09-07
CUST036350,CUST001586,40,2024-06-21
CUST036351,CUST052533,20,2024-10-25
CUST036352,CUST010542,40,2025-02-21
CUST036353,CUST005428,8,2024-10-21
CUST036354,CUST092284,60,2025-02-08
CUST036355,CUST088733,38,2024-10-20
CUST036356,CUST081157,7,2024-06-04
CUST036357,CUST009034,37,2024-07-04
CUST036358,CUST031071,16,2025-03-17
CUST036359,CUST049105,94,2025-03-26
CUST036360,CUST012200,57,2024-05-23
CUST036361,CUST012777,56,2024-08-11
CUST036362,CUST022728,42,2024-11-11
CUST036363,CUST002932,77,2024-10-04
CUST036364,CUST080380,10,2024-05-13
CUST036365,CUST056194,33,2024-11-08
CUST036366,CUST005700,7,2024-06-22
CUST036367,CUST057790,49,2025-04-06
CUST036368,CUST086761,82,2024-04-25
CUST036369,CUST027322,39,2025-01-09
CUST036370,CUST061033,32,2024-07-03
CUST036371,CUST007637,10,2024-07-01
CUST036372,CUST067397,65,2024-11-30
CUST036373,CUST014990,92,2025-03-20
CUST036374,CUST051087,11,2024-04-30
CUST036375,CUST036063,63,2024-11-02
CUST036376,CUST079338,41,2024-11-17
CUST036377,CUST062126,65,2024-05-28
CUST036378,CUST030399,53,2024-05-16
CUST036379,CUST070284,75,2024-09-23
CUST036380,CUST070775,88,2024-10-01
CUST036381,CUST002835,18,2025-01-04
CUST036382,CUST048204,86,2025-01-28
CUST036383,CUST045677,54,2025-03-27
CUST036384,CUST026231,70,2024-11-24
CUST036385,CUST072653,79,2024-04-24
CUST036386,CUST068465,37,2024-10-09
CUST036387,CUST093716,2,2024-07-30
CUST036388,CUST022135,42,2024-05-25
CUST036389,CUST099977,3,2024-09-19
CUST036390,CUST008191,85,2025-02-02
CUST036391,CUST089365,22,2025-03-18
CUST036392,CUST004351,96,2024-10-01
CUST036393,CUST034056,32,2024-07-17
CUST036394,CUST043687,23,2024-10-01
CUST036395,CUST081573,9,2024-09-13
CUST036396,CUST028701,49,2025-03-15
CUST036397,CUST072147,76,2025-01-11
CUST036398,CUST029421,54,2025-01-09
CUST036399,CUST025178,18,2024-09-08
CUST036400,CUST093387,87,2024-07-26
CUST036401,CUST039652,55,2024-10-12
CUST036402,CUST076707,28,2024-05-02
CUST036403,CUST054340,22,2025-02-14
CUST036404,CUST049283,86,2025-03-13
CUST036405,CUST041071,83,2024-11-07
CUST036406,CUST092684,51,2025-03-28
CUST036407,CUST060704,9,2024-09-01
CUST036408,CUST025407,38,2024-05-02
CUST036409,CUST058010,3,2024-04-26
CUST036410,CUST001067,28,2025-04-17
CUST036411,CUST070507,38,2024-07-15
CUST036412,CUST052941,96,2024-10-11
CUST036413,CUST050470,72,2025-03-13
CUST036414,CUST023351,33,2025-01-19
CUST036415,CUST094772,63,2025-02-01
CUST036416,CUST004115,42,2024-04-24
CUST036417,CUST093691,8,2024-06-06
CUST036418,CUST049200,75,2024-05-18
CUST036419,CUST094427,99,2025-02-13
CUST036420,CUST065134,32,2024-08-14
CUST036421,CUST021246,2,2024-05-29
CUST036422,CUST043267,99,2025-03-19
CUST036423,CUST089763,48,2024-07-01
CUST036424,CUST012596,94,2024-07-20
CUST036425,CUST093255,47,2024-07-27
CUST036426,CUST039219,15,2024-06-27
CUST036427,CUST025144,47,2025-02-21
CUST036428,CUST046179,53,2025-04-13
CUST036429,CUST071701,50,2024-09-17
CUST036430,CUST098177,81,2024-09-07
CUST036431,CUST007788,23,2024-08-05
CUST036432,CUST081461,15,2025-01-10
CUST036433,CUST064518,30,2024-09-20
CUST036434,CUST045287,49,2024-10-21
CUST036435,CUST085986,90,2024-12-05
CUST036436,CUST000082,90,2024-05-26
CUST036437,CUST003006,5,2025-02-19
CUST036438,CUST073945,26,2025-03-28
CUST036439,CUST000335,5,2025-03-05
CUST036440,CUST076640,83,2024-07-13
CUST036441,CUST058218,13,2025-03-20
CUST036442,CUST025170,45,2024-05-28
CUST036443,CUST096031,78,2024-10-29
CUST036444,CUST023453,21,2024-09-21
CUST036445,CUST026255,77,2025-01-23
CUST036446,CUST069434,63,2024-07-04
CUST036447,CUST057111,15,2025-03-11
CUST036448,CUST057254,85,2024-11-04
CUST036449,CUST070185,79,2024-08-25
CUST036450,CUST075211,23,2024-05-27
CUST036451,CUST082703,57,2025-03-06
CUST036452,CUST092247,97,2024-06-23
CUST036453,CUST019971,19,2024-10-09
CUST036454,CUST003795,24,2024-12-25
CUST036455,CUST029185,15,2025-01-27
CUST036456,CUST091096,64,2025-01-20
CUST036457,CUST080881,84,2024-11-17
CUST036458,CUST038366,52,2024-06-08
CUST036459,CUST031218,69,2024-11-24
CUST036460,CUST005052,24,2025-04-19
CUST036461,CUST082663,100,2024-09-13
CUST036462,CUST070081,39,2024-10-13
CUST036463,CUST012876,44,2025-01-21
CUST036464,CUST069892,41,2024-08-10
CUST036465,CUST019993,5,2025-01-29
CUST036466,CUST051663,90,2024-10-04
CUST036467,CUST058476,71,2025-02-20
CUST036468,CUST031075,23,2024-11-08
CUST036469,CUST068053,35,2024-08-13
CUST036470,CUST022623,29,2025-03-20
CUST036471,CUST067016,75,2024-08-07
CUST036472,CUST082875,21,2024-07-06
CUST036473,CUST092544,65,2025-03-19
CUST036474,CUST040983,41,2025-03-27
CUST036475,CUST059070,58,2025-01-22
CUST036476,CUST045079,49,2025-02-15
CUST036477,CUST050874,33,2024-12-30
CUST036478,CUST063799,54,2024-11-08
CUST036479,CUST058785,48,2024-08-13
CUST036480,CUST021837,29,2024-07-15
CUST036481,CUST094783,85,2025-01-20
CUST036482,CUST068084,54,2025-03-06
CUST036483,CUST028131,82,2024-08-07
CUST036484,CUST048976,51,2024-06-03
CUST036485,CUST065996,64,2025-04-08
CUST036486,CUST067773,56,2025-01-14
CUST036487,CUST020831,14,2024-10-05
CUST036488,CUST066117,81,2025-03-13
CUST036489,CUST014440,48,2025-04-20
CUST036490,CUST004716,40,2024-12-15
CUST036491,CUST026108,53,2024-09-08
CUST036492,CUST091481,96,2025-01-23
CUST036493,CUST097301,27,2024-11-08
CUST036494,CUST043395,34,2024-06-19
CUST036495,CUST093104,69,2024-08-07
CUST036496,CUST038666,10,2025-03-22
CUST036497,CUST032426,66,2025-02-21
CUST036498,CUST059875,88,2024-11-15
CUST036499,CUST041433,20,2024-12-18
CUST036500,CUST082779,62,2025-04-18
CUST036501,CUST043950,100,2025-02-17
CUST036502,CUST084361,82,2024-07-11
CUST036503,CUST077435,15,2024-07-29
CUST036504,CUST083296,28,2024-04-27
CUST036505,CUST088605,94,2024-07-02
CUST036506,CUST003670,83,2025-04-02
CUST036507,CUST079919,25,2025-01-29
CUST036508,CUST015437,28,2024-08-23
CUST036509,CUST084311,61,2025-03-20
CUST036510,CUST036031,15,2025-01-16
CUST036511,CUST004639,27,2025-01-28
CUST036512,CUST068403,20,2024-06-01
CUST036513,CUST057001,63,2024-10-04
CUST036514,CUST009252,47,2024-06-06
CUST036515,CUST008949,2,2025-02-18
CUST036516,CUST052648,88,2025-03-03
CUST036517,CUST088415,64,2024-07-11
CUST036518,CUST065724,82,2024-07-03
CUST036519,CUST097807,56,2025-01-28
CUST036520,CUST086499,47,2024-08-22
CUST036521,CUST095448,95,2025-03-20
CUST036522,CUST057246,68,2024-10-13
CUST036523,CUST019099,65,2024-06-20
CUST036524,CUST007409,89,2025-03-16
CUST036525,CUST082216,27,2024-11-22
CUST036526,CUST069070,76,2024-10-16
CUST036527,CUST069677,53,2025-04-14
CUST036528,CUST063983,69,2025-02-04
CUST036529,CUST092155,71,2024-08-13
CUST036530,CUST086191,28,2024-12-06
CUST036531,CUST052204,6,2024-04-24
CUST036532,CUST054618,44,2024-11-20
CUST036533,CUST096312,44,2024-09-08
CUST036534,CUST080213,26,2025-01-28
CUST036535,CUST006006,34,2024-10-25
CUST036536,CUST071407,91,2024-12-19
CUST036537,CUST069441,89,2024-06-20
CUST036538,CUST048236,15,2024-06-02
CUST036539,CUST011974,89,2025-02-04
CUST036540,CUST046977,98,2024-10-18
CUST036541,CUST067798,92,2024-12-10
CUST036542,CUST058867,58,2024-12-21
CUST036543,CUST017805,18,2024-10-03
CUST036544,CUST088614,12,2024-09-12
CUST036545,CUST061937,12,2025-01-04
CUST036546,CUST047277,56,2024-07-22
CUST036547,CUST024681,33,2024-05-29
CUST036548,CUST060968,55,2024-05-17
CUST036549,CUST016863,26,2024-08-28
CUST036550,CUST087439,72,2024-07-27
CUST036551,CUST039554,44,2025-03-14
CUST036552,CUST008885,60,2025-03-30
CUST036553,CUST068575,74,2024-08-16
CUST036554,CUST060314,13,2024-07-11
CUST036555,CUST032962,86,2024-09-01
CUST036556,CUST031563,51,2024-11-30
CUST036557,CUST026066,74,2024-05-09
CUST036558,CUST032085,66,2025-01-29
CUST036559,CUST051039,74,2025-03-20
CUST036560,CUST077338,88,2024-12-05
CUST036561,CUST020958,63,2024-11-06
CUST036562,CUST068117,8,2024-12-06
CUST036563,CUST092081,27,2024-10-08
CUST036564,CUST062279,60,2024-10-09
CUST036565,CUST032455,94,2024-10-28
CUST036566,CUST053797,50,2024-05-19
CUST036567,CUST011278,65,2024-06-02
CUST036568,CUST098525,58,2024-05-25
CUST036569,CUST066412,72,2024-12-13
CUST036570,CUST077191,14,2025-02-01
CUST036571,CUST060070,49,2025-04-13
CUST036572,CUST066733,33,2025-02-11
CUST036573,CUST051862,81,2024-06-03
CUST036574,CUST049488,53,2025-04-11
CUST036575,CUST041185,16,2025-02-19
CUST036576,CUST023399,71,2024-06-02
CUST036577,CUST079907,75,2024-08-14
CUST036578,CUST028518,37,2024-10-23
CUST036579,CUST094396,40,2025-02-25
CUST036580,CUST066784,47,2024-10-12
CUST036581,CUST024565,46,2024-08-25
CUST036582,CUST007112,36,2024-12-06
CUST036583,CUST020974,72,2024-06-21
CUST036584,CUST000311,84,2024-08-29
CUST036585,CUST076297,16,2024-07-02
CUST036586,CUST017989,28,2024-11-12
CUST036587,CUST022044,72,2024-07-06
CUST036588,CUST053135,71,2025-04-22
CUST036589,CUST090481,94,2024-12-08
CUST036590,CUST055327,15,2024-06-30
CUST036591,CUST089938,53,2025-01-12
CUST036592,CUST017382,95,2024-06-28
CUST036593,CUST033265,84,2024-10-31
CUST036594,CUST022070,34,2024-10-27
CUST036595,CUST042965,29,2024-07-02
CUST036596,CUST066735,48,2024-09-14
CUST036597,CUST005911,38,2024-09-07
CUST036598,CUST071021,82,2024-06-28
CUST036599,CUST046166,5,2024-10-14
CUST036600,CUST066113,75,2024-05-16
CUST036601,CUST032822,98,2024-12-25
CUST036602,CUST044393,84,2024-07-09
CUST036603,CUST048604,74,2024-08-27
CUST036604,CUST032997,59,2024-04-24
CUST036605,CUST090891,87,2024-06-01
CUST036606,CUST095766,91,2024-12-28
CUST036607,CUST077559,27,2024-08-11
CUST036608,CUST066521,6,2024-06-27
CUST036609,CUST078197,64,2025-01-07
CUST036610,CUST025045,94,2024-08-05
CUST036611,CUST084388,49,2024-11-03
CUST036612,CUST042810,59,2025-02-21
CUST036613,CUST033300,87,2024-07-17
CUST036614,CUST079248,80,2025-01-02
CUST036615,CUST076764,68,2025-01-21
CUST036616,CUST062648,99,2024-07-19
CUST036617,CUST073565,21,2024-09-10
CUST036618,CUST082482,20,2025-03-08
CUST036619,CUST032858,42,2025-01-17
CUST036620,CUST038504,11,2024-07-08
CUST036621,CUST065218,43,2024-09-02
CUST036622,CUST025983,67,2024-12-19
CUST036623,CUST066829,25,2024-10-21
CUST036624,CUST053263,11,2024-05-04
CUST036625,CUST023881,56,2025-04-05
CUST036626,CUST098075,24,2024-11-28
CUST036627,CUST007560,20,2025-02-20
CUST036628,CUST036550,74,2024-11-16
CUST036629,CUST035160,15,2024-12-16
CUST036630,CUST050371,92,2024-11-05
CUST036631,CUST059290,18,2024-07-17
CUST036632,CUST087076,45,2025-01-08
CUST036633,CUST078741,3,2024-10-10
CUST036634,CUST002253,30,2024-08-16
CUST036635,CUST009867,72,2024-08-18
CUST036636,CUST037998,80,2025-04-10
CUST036637,CUST090337,91,2024-12-21
CUST036638,CUST007554,98,2024-06-07
CUST036639,CUST032832,9,2024-11-17
CUST036640,CUST067324,93,2024-07-24
CUST036641,CUST044811,34,2025-02-20
CUST036642,CUST058720,86,2024-05-26
CUST036643,CUST011727,23,2024-05-01
CUST036644,CUST069452,26,2024-07-15
CUST036645,CUST047424,95,2024-10-11
CUST036646,CUST000093,93,2024-08-25
CUST036647,CUST076471,5,2024-09-11
CUST036648,CUST029996,57,2025-04-13
CUST036649,CUST098006,95,2025-01-05
CUST036650,CUST062958,30,2024-09-06
CUST036651,CUST001678,91,2024-09-14
CUST036652,CUST093779,52,2024-07-20
CUST036653,CUST021893,34,2024-09-02
CUST036654,CUST022115,22,2024-12-16
CUST036655,CUST036633,97,2024-06-19
CUST036656,CUST027058,72,2025-01-01
CUST036657,CUST062566,82,2024-07-10
CUST036658,CUST060754,70,2024-05-17
CUST036659,CUST044032,33,2024-10-27
CUST036660,CUST050050,52,2025-02-06
CUST036661,CUST060276,62,2024-11-09
CUST036662,CUST047882,66,2024-07-21
CUST036663,CUST052866,35,2024-09-22
CUST036664,CUST097069,44,2024-10-19
CUST036665,CUST050685,71,2025-03-09
CUST036666,CUST055688,71,2024-08-10
CUST036667,CUST075706,80,2024-09-25
CUST036668,CUST056439,32,2025-04-11
CUST036669,CUST057315,86,2025-03-27
CUST036670,CUST050504,15,2024-08-05
CUST036671,CUST030741,13,2024-11-26
CUST036672,CUST046177,74,2025-03-27
CUST036673,CUST010031,72,2024-10-06
CUST036674,CUST076289,28,2025-03-17
CUST036675,CUST007052,54,2024-10-03
CUST036676,CUST056011,8,2024-04-27
CUST036677,CUST010590,3,2024-08-18
CUST036678,CUST011396,27,2025-03-12
CUST036679,CUST012834,30,2024-12-23
CUST036680,CUST066135,8,2024-05-20
CUST036681,CUST079904,64,2024-08-31
CUST036682,CUST018429,53,2024-09-28
CUST036683,CUST016643,56,2025-03-21
CUST036684,CUST086492,82,2025-02-24
CUST036685,CUST040772,26,2024-06-06
CUST036686,CUST010098,73,2024-12-15
CUST036687,CUST078744,76,2024-11-13
CUST036688,CUST088097,1,2024-05-28
CUST036689,CUST023427,45,2024-05-05
CUST036690,CUST066334,68,2024-07-28
CUST036691,CUST043464,20,2024-10-22
CUST036692,CUST071250,55,2024-11-30
CUST036693,CUST040080,55,2025-01-30
